brand,Marque,Year,model,modèle,terrain,terrain_fr,cushioning,cushioning_fr,Category,Catégorie,Foot strike,type de foulée,drop_mm,drop_mm,stack_mm,stack_mm_fr,Stack forefoot_mm,Stack avant-pied -mm,weight,poids,Heel rigidity (1–5),Rigidité talon (1–5),Torsional rigidity (1–5),Rigidité torsionnelle (1–5),Wide forefoot_mm,Largeur avant-pied_mm,Midfoot width_mm,Largeur médio-pied_mm,Heel width_mm,Largeur talon_mm,Internal heel high_mm,Hauteur talon interne_mm,Foam type,Type de mousse,Energy return (1–5),Retour d’énergie (1–5),Rocker type,Type de rocker,Longitudinal flexibility (N),Flexibilité longitudinale (N),Torsional flexibility (N),Flexibilité torsionnelle (N),Fit width (subjective),Largeur chaussant (subjectif),stability,stabilité,notes,notes_fr,Price,prix,link 1,link 2,link 3,image_url
On,On,oct.-25,Cloudsurfer Max,Cloudsurfer Max,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,9",6,"37,3",37,"29,4",31,292,292,3,3,3,3,"71,4","71,4","96,1","96,1",,,"37,3",37,"Helion superfoam, CloudTec","Mousse Helion, CloudTec",3,3,No rocker,Pas de rocker,"18,2","18,2",,,Medium,Moyen,Medium-high: stable feel from raised midsole walls + firmer foam,Medium-haut : sensation de stabilité grâce aux parois intermédiaires surélevées et à la mousse plus ferm,"Smooth, cushioned ride for long runs; feels firm, heavy, and not very “bouncy.” Very low energy return for the price.","Confort maximal sur longues distances ; sensation ferme et lourde, peu de rebond. Faible retour d’énergie pour le prix.",,,https://amzn.to/4psEnYn,,,https://m.media-amazon.com/images/I/71twRQQf9AL._AC_SX575_.jpg
On,On,2025,Cloudswift 4,Cloudswift 4,"Road, Daily training","Route, Entraînement quotidien",Moderate,Modéré,Neutral,Neutre,Heel,Talon,"10,4",8,"32,7",31,"22,3",23,291,278,2,2,3,3,68.9,68.9,"93,8","93,8",,,"32,7",31,"Helion superfoam, CloudTec","Mousse Helion, CloudTec",3,3,"Yes, Speedboard rocker","Oui, rocker Speedboard","10,7","10,7",,,Medium,Moyen,Neutral with Speedboard,Neutre avec Speedboard,"Urban running shoe with updated CloudTec®, responsive for city streets and daily training","Chaussure de running urbain avec CloudTec® mis à jour, réactive pour rues et entraînement quotidien.",,,https://amzn.to/4oWi1yq,,,https://m.media-amazon.com/images/I/6187VxLhs9L._AC_SY575_.jpg
On,On,2025,Cloudflow 4,Cloudflow 4,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,9",8,"36,1",31,"28,2",23,245,260,2,2,4,4,"73,9","73,9","95,2","95,2",,,"36,1",31,"Helion superfoam, CloudTec","Mousse Helion, CloudTec",4,4,No rocker,Pas de rocker,"15,7","15,7",,,Medium,Moyen,Neutral,Neutre,"Lightweight versatile trainer with Helion foam and CloudTec, responsive for daily runs and tempo","Chaussure polyvalente légère avec mousse Helion et CloudTec, réactive pour sorties quotidiennes et tempo",,,https://amzn.to/47VBLfI,,,https://m.media-amazon.com/images/I/61-8qFE0fRL._AC_SX575_.jpg
ASICS,ASICS,2024,Gel Kayano 31,Gel Kayano 31,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Heel,Talon,"11,5",10,"39,3",40,"27,8",30,295,311,4,4,4,4,"74,8","74,8",98.9,98.9,,,"39,3",40,"FF BLAST PLUS, Gel technology","FF BLAST PLUS, Technologie Gel",3,3,No rocker,Pas de rocker,"15,8","15,8",,,Medium,Moyen,Stability with Dynamic DuoMax support,Stabilité avec support Dynamic DuoMax,Premium stability trainer with plush cushioning and guidance system for overpronation.,Chaussure de stabilité haut de gamme avec amorti généreux et système de guidage pour surpronation.,,,https://amzn.to/4rezF1U,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2925286-chaussures_running_asics_gel_kayano_31_noir_orange_homme?suggestion=1&search_term=Gel%20Kayano%2031,https://m.media-amazon.com/images/I/81R6SQrN0lL._AC_SX575_.jpg
ASICS,ASICS,2024,Gel Cumulus 26,Gel Cumulus 26,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,2",8,"36,8","38,5","28,6","30,5",259,255,5,5,4,4,"73,2","73,2","94,6","94,6",,,"36,8","38,5",FF Blast+ (EVA+OBC),FF Blast+ (EVA+OBC),3,3,No rocker,Pas de rocker,"16,5","16,5",,,Medium,Moyen,Neutral - stable platform,Neutre - plateforme stable,"Reliable daily trainer with FF BLAST PLUS ECO foam, comfortable cushioning for everyday runs.","Chaussure quotidienne fiable avec mousse FF BLAST PLUS ECO, amorti confortable pour sorties quotidiennes.",,,https://amzn.to/47Yfvlt,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2751841-chaussures_de_running_asics_gel_cumulus_26_noir_blanc?suggestion=1&search_term=Gel%20Cumulus%2026,https://m.media-amazon.com/images/I/61LSIxvgU2L._AC_SX575_.jpg
ASICS,ASICS,2024,GT 2000 12,GT 2000 12,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Stability,Stabilité,"Heel, Mid/forefoot","Talon, Médio/avant-pied",10,8,"36,6","34,5","26,6","26,5",275,266,4,4,4,4,"78,9","78,9",,,,,"36,6","34,5","FF BLAST, Gel technology","FF BLAST, Technologie Gel",3,3,"Yes, mild rocker","Oui, rocker léger","16,1","16,1",,,Medium,Moyen,Stability with Guidance Trusstic system,Stabilité avec système Guidance Trusstic,"Reliable stability trainer with Gel cushioning and Guidance Line, ideal for daily runs and overpronation.","Chaussure de stabilité fiable avec amorti Gel et Guidance Line, idéale pour quotidien et surpronation.",,,https://amzn.to/47VBTfc,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2788690-chaussures_de_running_asics_gt_2000_12_noir_homme?suggestion=1&search_term=GT%202000%2012,https://m.media-amazon.com/images/I/51iJZu6ObkL._AC_SY575_.jpg
ASICS,ASICS,2024,Superblast 2,Superblast 2,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,2",8,"42,8",45,"34,6",37,252,250,3,3,5,5,72.3,72.3,"94,7","94,7",,,"42,8",45,FF Blast Turbo + FF Blast+,FF Blast Turbo + FF Blast+,"4,5","4,5","Yes, aggressive rocker","Oui, rocker agressif","18,4","18,4",,,Medium,Moyen,Neutral - stable platform,Neutre - plateforme stable,"Premium max-cushion trainer with high energy return, lightweight and versatile for daily and tempo runs.","Chaussure haut de gamme à amorti max avec retour d'énergie élevé, légère et polyvalente pour quotidien et tempo.",,,https://amzn.to/4pMGM0j,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3177431-chaussures_running_asics_superblast_2_noir_blanc_unisexe?suggestion=1&search_term=Superblast%202,https://m.media-amazon.com/images/I/61ENpLjCFjL._AC_SY575_.jpg
ASICS,ASICS,2024,Magic Speed 4,Magic Speed 4,"Road,Competition, Tempo","Route,Compétition, Tempo",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,6",8,"42,5","43,5","32,9","35,5",237,242,1,1,5,5,"74,3","74,3","93,6","93,6",,,"42,5","43,5","FF BLAST TURBO, carbon plate","FF BLAST TURBO, plaque carbone",4,4,"Yes, carbon plate rocker","Oui, rocker plaque carbone","26,5","26,5",,,Medium,Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Carbon plate tempo shoe with FF BLAST TURBO foam, versatile for racing and fast training","Chaussure de tempo avec plaque carbone et mousse FF BLAST TURBO, polyvalente pour course et entraînement rapide.",,,https://amzn.to/48faWls,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-3094372-chaussures_running_asics_magic_speed_4_bleu_blanc_homme?suggestion=1&search_term=Magic%20Speed%204,https://m.media-amazon.com/images/I/611QkDQQodL._AC_SY575_.jpg
ASICS,ASICS,2024,Gel Trabuco 12,Gel Trabuco 12,"Trail,ModerateTechnical","Trail,ModéréTechnique","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,8",8,"35,4",36,"27,6",28,299,309,3,3,3,3,80.4,80.4,,,,,"35,4",36,"FF BLAST™, AHAR Outsole","FF BLAST™, Semelle extérieure AHAR",3,3,No rocker,Pas de rocker,13,13,,,Medium to Wide,Moyen à Large,Neutral with stable platform,Neutre avec plateforme stable,Versatile trail shoe with FF BLAST cushioning and AHAR outsole for durability and grip on technical terrain. Good protection and comfort for long trail runs,Chaussure de trail polyvalente avec amorti FF BLAST et semelle AHAR pour durabilité et adhérence sur terrain technique. Bonne protection et confort pour les longues sorties trail.,,,https://amzn.to/4rmrwZE,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2827932-chaussures_trail_asics_gel_trabuco_12_noir_bleu_vert_homme?suggestion=1&search_term=Gel%20Trabuco%2012,https://m.media-amazon.com/images/I/6195mdLpWRL._AC_SY575_.jpg
ASICS,ASICS,2024,Gel Nimbus 26,Gel Nimbus 26,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,4",8,"40,4",40,32,34,303,304,3,3,5,5,"74,2","74,2","98,1","98,1",,,"40,4",42,FF Blast+ ECO,FF Blast+ ECO,4,4,"Yes, mild rocker","Oui, rocker léger","14,8","14,8",,,Wide,Large,Neutral with stable platform,Neutre avec plateforme stable,"Plush max-cushion daily trainer with eco-friendly foam, comfortable for long distances","Chaussure quotidienne à amorti max avec mousse écologique, confortable pour longues distances",,,https://amzn.to/4ieNWrj,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2751847-chaussures_de_running_asics_gel_nimbus_26_noir_blanc?suggestion=1&search_term=Gel%20Nimbus%2026,https://m.media-amazon.com/images/I/61zTIQI0W1L._AC_SY575_.jpg
ASICS,ASICS,2024,GT 2000 13,GT 2000 13,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,4",8,"36,6",36,"27,2",28,264,266,4,4,5,5,"73,3","73,3",96,96,,,"36,6",36,FF Blast+,FF Blast+,3,3,No rocker,Pas de rocker,15.7,15.7,,,Medium,Moyen,Stability with Guidance Trusstic system,Stabilité avec système Guidance Trusstic,"Reliable stability trainer with Gel cushioning and Guidance Line, ideal for daily runs and overpronation.","Chaussure de stabilité fiable avec amorti Gel et Guidance Line, idéale pour quotidien et surpronation.",,,https://amzn.to/48BldJ9,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2827940-chaussures_running_asics_gt_2000_13_noir_blanc_homme?suggestion=1&search_term=GT%202000%2013,https://m.media-amazon.com/images/I/611KCzhDT1L._AC_SY575_.jpg
ASICS,ASICS,2024,Dynablast 4,Dynablast 4,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"6,4",8,"32,6",34,"26,2",26,262,264,4,4,3,3,77,77,,,,,"32,6",34,FF Blast+,FF Blast+,4,4,No rocker,Pas de rocker,"11,4","11,4",,,Narrow,Étroit,Neutral,Neutre,"Lightweight versatile trainer with FF BLAST foam, excellent value for daily runs and tempo workouts","Chaussure polyvalente légère avec mousse FF BLAST, excellent rapport qualité-prix pour sorties quotidiennes et séances de tempo",,,https://amzn.to/43ObVb0,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2751823-chaussures_de_running_asics_dynablast_4_bleu_orange,https://m.media-amazon.com/images/I/611zSOuxbsL._AC_SY575_.jpg
ASICS,ASICS,2024,Gel Pulse 15,Gel Pulse 15,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","8,1",8,"35,3",35,"27,2",27,237,260,5,5,4,4,"73,1","73,1","96,2","96,2",,,"35,3",35,FF Blast+ foam AMPLIFOAM,FF Blast+ foam AMPLIFOAM,3,3,No rocker,Pas de rocker,"14,8","14,8",,,Medium,Moyen,Neutral,Neutre,"The ASICS Gel Pulse 15 is a budget-friendly, neutral trainer with good stability and comfortable cushioning for daily running.","La ASICS Gel Pulse 15 est une chaussure d’entraînement neutre économique, offrant une bonne stabilité et un amorti confortable pour la course quotidienne.",,,https://amzn.to/48vYL51,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2827924-chaussures_running_asics_gel_pulse_15_bleu_orange_jaune_homme?suggestion=1&search_term=Gel%20Pulse%2015,https://m.media-amazon.com/images/I/613Aq8-K9FL._AC_SX575_.jpg
ASICS,ASICS,2024,Jolt 4,Jolt 4,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,4",8,"31,6",,"22,2",,259,268,5,5,4,4,"79,9","79,9",,,,,,,AMPLIFOAM,AMPLIFOAM,2,2,No rocker,Pas de rocker,"11,2","11,2",,,Medium,Moyen,Neutral,Neutre,"Entry-level affordable trainer with basic cushioning, ideal for beginners and light running","Chaussure d'entrée de gamme abordable avec amorti basique, idéale pour débutants et running léger",,,https://amzn.to/3XPZdow,,,https://m.media-amazon.com/images/I/617Ua9DJCaL._AC_SX575_.jpg
ASICS,ASICS,2023,Gel Nimbus 25,Gel Nimbus 25,"Road, Daily running","Route, Course quotidienne","Soft,Moderate","Souple, Modéré",Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"7,8",8,38,"41,5","30,2","33,5",289,299,3,3,4,4,"119,4","119,4",,,,,38,"41,5","FF BLAST PLUS ECO, Gel technology","FF BLAST PLUS ECO, Gel technology",4,4,"Yes, mild rocker","Oui, rocker léger","13,2","13,2",,,Medium to Wide,Moyen à Large,Neutral with stable platform,Neutre avec plateforme stable,"Plush max-cushion daily trainer with FF BLAST PLUS ECO foam and Gel technology, extremely comfortable for long runs","Chaussure quotidienne à amorti max avec mousse FF BLAST PLUS ECO et technologie Gel, extrêmement confortable pour longues sorties",,,https://amzn.to/43OXqUh,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2588847-chaussures_de_running_asics_gel_nimbus_25_noir_jaune_homme?suggestion=1&search_term=Gel%20Nimbus%2025,https://m.media-amazon.com/images/I/61K8xq9c+mL._AC_SY575_.jpg
ASICS,ASICS,2023,Novablast 3,Novablast 3,"Road, Daily running,Tempo","Route, Course quotidienne,Tempo",Soft,Souple,Neutral,Neutre,Mid/forefoot,Médio/avant-pied,"6,8",8,"37,2",31,"30,4",23,242,252,2,2,4,4,"115,9","115,9",,,,,"37,2",31,FF BLAST PLUS,FF BLAST PLUS,4,4,"Yes, ASICS GRID rocker","Oui, rocker ASICS GRID","13,6","13,6",,,Medium,Moyen,Neutral - Good stability despite high stack,Neutre - Bonne stabilité malgré stack élevé,"Bouncy daily trainer with FF BLAST PLUS foam, versatile for daily runs and tempo workouts","Chaussure quotidienne rebondissante avec mousse FF BLAST PLUS, polyvalente pour sorties quotidiennes et séances de tempo",,,https://www.ekosport.fr/asics-novablast-3-p-9-121620,,,"https://res.cloudinary.com/ekoweb/image/upload/s--u-iL8tZ5--/f_auto,h_600,q_auto:eco,w_600/v1/products/9-121620/views/9-121620_novablast-3-black-island-blue_1011b458-004_02"
ASICS,ASICS,2023,Gel Kayano 30,Gel Kayano 30,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Stability,Stabilité,Heel,Talon,12,10,"39,7",40,"27,7",30,303,303,4,4,4,4,"78,6","78,6",,,,,"39,7",40,"FF BLAST PLUS ECO, PureGEL, 4D Guidance System","FF BLAST PLUS ECO, PureGEL, Système 4D Guidance",3,3,"Yes, 4D Guidance System","Oui, système 4D Guidance","16,1","16,1",,,Medium to Wide,Moyen à Large,Premium stability with 4D Guidance System,Stabilité premium avec système 4D Guidance,"Premium stability trainer with 4D Guidance System, PureGEL technology and maximum cushioning for overpronation control","Chaussure de stabilité haut de gamme avec système 4D Guidance, technologie PureGEL et amorti max pour contrôle de la surpronation",,,https://amzn.to/48trmbc,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2588856-chaussures_de_running_asics_gel_kayano_30_bleu_orange_homme?suggestion=1&search_term=Gel%20Kayano%2030,https://m.media-amazon.com/images/I/51wO+uCKGyL._AC_SY575_.jpg
ASICS,ASICS,2023,Magic Speed 3,Magic Speed 3,"Road, Tempo","Route, Tempo","Soft,Moderate","Souple, Modéré",Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied","9,8",7,"36,3",36,"26,5",29,211,220,2,2,5,5,"79,4","79,4",,,,,"36,3",36,"FF BLAST TURBO, Carbon Plate","FF BLAST TURBO, Plaque Carbone",4,4,"Yes, carbon plate rocker","Oui, rocker plaque carbone","18,2","18,2",,,Medium,Moyen,Neutral with carbon plate stability,Neutre avec stabilité plaque carbone,"Carbon plate tempo shoe with FF BLAST TURBO foam, versatile for racing and fast training","Chaussure de tempo avec plaque carbone et mousse FF BLAST TURBO, polyvalente pour course et entraînement rapide.",,,https://www.running-conseil.com/asics-magic-speed-3-1011b703-o-homme.html?srsltid=AfmBOorUZHMKR_4xdWAvWcdrQoyo69exy6_xprA4Fd3EV8lLlaTHbDqr,,,https://www.bfgcdn.com/600_600_90/123-1406/asics-womens-magic-speed-3-chaussures-de-running-detail-2.jpg
ASICS,ASICS,2023,Gel Cumulus 25,Gel Cumulus 25,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,Heel,Talon,"11,2",8,"38,4","37,5","27,2","29,5",269,269,3,3,3,3,"74,4","74,4",,,,,"38,4","37,5","FF BLAST PLUS, Gel technology","FF BLAST PLUS, Gel technology",3,3,No rocker,Pas de rocker,"14,7","14,7",,,Narrow,Étroit,Neutral - stable platform,Neutre - plateforme stable,"Reliable daily trainer with FF BLAST PLUS foam and Gel technology, comfortable for everyday runs","Chaussure quotidienne fiable avec mousse FF BLAST PLUS et technologie Gel, confortable pour sorties quotidiennes",,,https://amzn.to/4pkp9Ew,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2478828-chaussures_de_running_asics_gel_cumulus_25_noir?suggestion=1&search_term=Gel%20Cumulus%2025,https://m.media-amazon.com/images/I/61kl-VVvFWL._AC_SY575_.jpg
ASICS,ASICS,2023,GT 2000 11,GT 2000 11,"Road, Daily running","Route, Course quotidienne",Balanced,Équilibré,Stability,Stabilité,Mid/forefoot,Médio/avant-pied,6,8,"30,7",35,"24,7",27,282,275,3,3,3,3,,,,,,,"30,7",35,white foam,white foam,3,3,No rocker,Pas de rocker,"24,9","24,9",,,Narrow,Étroit,"Very stable, support-focused shoe","Chaussure très stable, axée sur le soutien","Stable, comfortable daily trainer with mild support, good flexibility, and balanced cushioning. Slightly snug toe box and thick tongue.","Chaussure stable et confortable avec un soutien léger, bonne flexibilité et amorti équilibré. Avant-pied un peu étroit, languette épaisse.",,,https://amzn.to/4rmjOyE,,,https://m.media-amazon.com/images/I/51jmwEsAxEL._AC_SY575_.jpg
ASICS,ASICS,2023,Novablast 4,Novablast 4,"Road, Daily running","Route, Course quotidienne",Soft,Souple,Neutral,Neutre,"Heel, Mid/forefoot","Talon, Médio/avant-pied",9,8,"39,2","41,5","30,2","33,5",259,255,3,3,4,4,77,77,,,,,"39,2","41,5",FF BLAST+ ECO,FF BLAST+ ECO,4,4,"Yes, mild rocker","Oui, rocker léger","17,8","17,8",,,Narrow to Medium,Étroit à Moyen,Neutral,Neutre,"highly versatile and fun daily trainer known for its energetic, bouncy ride. The FF BLAST+ ECO foam provides excellent cushioning and rebound. It features a mild rocker for smooth transitions and is noticeably lighter than previous versions. A great option for daily miles and uptempo runs.","modèle quotidien très polyvalent et amusant, réputé pour sa foulée dynamique et rebondissante. La mousse FF BLAST+ ECO offre un excellent amorti et un bon rebond. Il dispose d'un rocker léger pour des transitions fluides et est nettement plus léger que les versions précédentes. Un excellent choix pour les footings quotidiens et les séances au tempo.",,,https://amzn.to/480NZDW,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2751816-chaussures_running_asics_novablast_4_vert_homme?suggestion=1&search_term=Novablast%204,https://m.media-amazon.com/images/I/51b++aSzn9L._AC_SY575_.jpg
ASICS,ASICS,2023,Gel Excite 10,Gel Excite 10,"Road, Daily running","Route, Course quotidienne","Balanced, Moderate","Équilibré, Modéré",Neutral,Neutre,Heel,Talon,"11,8",8,"35,2","35,2","23,4","23,4",268,260,3,3,3,3,"73,4","73,4","97,6","97,6",,,"35,2","35,2",AMPLIFOAM,AMPLIFOAM,3,3,No rocker,Pas de rocker,"10,2","10,2",,,Medium,Moyen,Neutral,Neutre,"value-oriented, comfortable daily trainer designed for easy miles. It features a soft AMPLIFOAM midsole and Rearfoot GEL technology for effective shock absorption. The engineered mesh upper provides a comfortable, wide fit. It is a durable and accessible option for beginner runners or those seeking a reliable shoe for low-intensity runs.",modèle quotidien économique et confortable conçu pour les footings légers. Il dispose d'un midsole en AMPLIFOAM souple et de la technologie GEL au talon pour un bon amorti. La tige en mesh technique offre un chaussant large et confortable. C'est une option durable et accessible pour les coureurs débutants ou ceux recherchant une chaussure fiable pour les entraînements à basse intensité.,,,https://amzn.to/48cKuc3,,https://track.effiliation.com/servlet/effi.redir?id_compteur=23208603&url=https://www.alltricks.fr/F-11912-chaussures-running/P-2588863-chaussures_de_running_asics_gel_excite_10_noir_homme?suggestion=1&search_term=Gel%20Excite%2010,https://m.media-amazon.com/images/I/618+NN-SBKL._AC_SY575_.jpg
